msno,city,bd,gender,registered_via,registration_init_time,expiration_date,membership_days,age_group,registration_year,reg_month,reg_weekday
FD3HvYwaqnzAXkHvZ9sgSPMvZtIpzznADMsa6DIPKvE=,4,22,female,9,2009-04-26,2017-06-09,2966,20s,2009,4,6
PUC5RxTfrg9rYpXKn2rKmWYAETYcfjUlhKtwIbZD8l0=,22,36,male,4,2016-10-18,2017-07-11,266,30s,2016,10,1
0Gl/h+y2oe2/PeMP6rgyulXuTjytK6Qk0elOnTFcDYU=,5,28,female,9,2007-10-27,2017-06-09,3513,20s,2007,10,5
GqEIcZ/3UFV2wPDtNfl3qIH2lvohHcXOmkqAtKE8iSw=,15,20,female,9,2011-11-19,2017-10-24,2166,10s,2011,11,5
zO1Vlvhz7MkOpynI4K1nqiDhTZaodsBPpcBgMY95MO8=,5,37,male,9,2006-02-10,2018-05-09,4471,30s,2006,2,4
PPIw6EkbjhVyapThuMSXbzCESbyKxN+qlOMGfv/TGrc=,15,25,female,9,2004-07-14,2017-09-19,4815,20s,2004,7,2
ja3IMaCX8iQ2apHCSu2J+xknnUN5Wrs+8Uyri3pupnA=,6,23,male,3,2012-06-07,2018-06-06,2190,20s,2012,6,3
I66SJZORyO+z8t03K/oINMKPpZZ8jV616xCvlF8Vauw=,22,46,male,9,2007-03-30,2017-09-30,3837,40s,2007,3,4
erA+FbNPf2ZqB4QTiME0kX3EeYgPPAZeoosAzN8hCwo=,22,24,female,9,2010-11-17,2017-06-11,2398,20s,2010,11,2
2TZvSesNpTmKloHuNgKGTqRjHitgoJjC9wHK+gqGaxs=,9,17,male,9,2016-02-28,2017-07-17,505,10s,2016,2,6
WL4/26EIU7Xp5d64jAMoSSZR8EZ/wo85W2fwt7OFJMk=,4,37,female,3,2011-12-12,2017-10-20,2139,30s,2011,12,0
op75ZNkF0u4xI0avkC8ogrPQ0MMPComorErud+XC7rQ=,13,34,male,7,2011-02-25,2018-01-27,2528,30s,2011,2,4
6hLy2jA0Sd+I3p0El72tGbAIdrvonWgX0Fkzx+SU2Kc=,4,19,male,9,2015-01-17,2017-10-05,992,10s,2015,1,5
TimKcs/JSrCfro0xwA/xI6jSXc7Qywu3UNKg3LvjhJM=,22,33,female,9,2008-08-28,2017-04-20,3157,30s,2008,8,3
QHHb5bi8qqwTVzVm/mtkO0229DpMfy+9LtYJbCr9its=,6,21,female,9,2011-07-29,2017-06-16,2149,20s,2011,7,4
IqWPOJQ6JrKupnl37ifQfzGpcouzUUMrcTzZy0S1fjs=,19,30,female,7,2012-08-21,2018-03-06,2023,20s,2012,8,1
qDCtg4DdBOalQVYlXGQtWRQe/3XrMsdHWGba67FJ8zc=,1,26,female,3,2015-07-05,2017-03-02,606,20s,2015,7,6
fNCtOxffpsKGuPtnBmLsgvS7ZMTSyylKoQ6+0Ijn2I8=,13,18,male,9,2013-08-12,2018-03-23,1684,10s,2013,8,0
MYgguokqi7UVzfN0nLXUB7wa7ymtZzLltBejc9s16NA=,21,18,female,3,2013-04-09,2017-10-05,1640,10s,2013,4,1
aDYzWSyNet5XKO9BYFSjzgGqR7uWjM1zARxuHIK5QEg=,13,36,female,9,2015-08-30,2017-09-11,743,30s,2015,8,6
Uca7iTlVpkq6UCJn3JvyP1J22hIrv5J3e1LLOldzCi8=,15,35,female,9,2008-06-06,2017-09-22,3395,30s,2008,6,4
8FKZGeNH4RlTtUmuVJpvv4ldovoFMPMK6wGaC8Lq884=,15,27,male,3,2015-01-13,2017-10-31,1022,20s,2015,1,1
R7S17aikLv0O3UHUKfDHui3cUuPcHblJ7RculML3h+I=,4,22,female,9,2007-06-26,2017-07-27,3684,20s,2007,6,1
JyBKLbzy9UzS+Ez4ov58Qo9cZvbx3DtLP4N4QdPQ8oc=,13,37,male,7,2011-07-04,2017-09-14,2264,30s,2011,7,0
oSrzAyVkLOk5GkopJf6Y7pnA6NrQqt5bma8moF1VzG8=,14,33,male,9,2015-02-08,2017-07-17,890,30s,2015,2,6
3a+737gg5HRFuGbXx1fECLYWvcAG5D3q5gzoF7huMt0=,22,41,female,3,2012-01-09,2017-10-18,2109,40s,2012,1,0
JY7ZBJHUJmnRpIAQSK9KKiNFHp8zI8XvfRB+WIuFI+w=,11,21,female,9,2015-12-10,2017-10-13,673,20s,2015,12,3
wAjYXOVal5HjvsemLGCNl8RwEv7/sA8fyfLpiBUbvQw=,1,43,female,3,2015-11-22,2015-11-25,3,40s,2015,11,6
qCdK8IW2BB8cPu/h8ji1GnCYPOPk5yGGrI8TXVTrpKQ=,1,19,female,3,2016-11-26,2016-12-03,7,10s,2016,11,5
TrFyKeDxzt8dD5N77dR5ZKvbb/yw4L98UYJZ8L8fOOM=,11,34,female,9,2007-06-10,2017-09-10,3745,30s,2007,6,6
9e0Hp8877yUBS1VJPRXCOkntnX4DrHzK7QyeKy6Yn7k=,5,22,male,9,2009-06-15,2017-06-09,2916,20s,2009,6,0
VglpePrgPQ3a/fq4DCr4eNH+qf2LQioWFy8WdBwsYNs=,22,24,female,7,2016-08-06,2017-10-06,426,20s,2016,8,5
2vFxvZ/523GnRTDGQQj79l28AhvBq6MJ1klCUyJ6DEY=,13,23,male,9,2009-10-25,2017-09-19,2886,20s,2009,10,6
5r2F6EFblLUMJb1WbX6W9qVrLrsk6MBOb+S1G6YoDpc=,4,33,male,9,2011-11-05,2017-10-03,2159,30s,2011,11,5
tZJrVAhmSteynF5o+Kxjdrq7IraZ+KZ6DbV+2MMugBk=,12,23,male,3,2015-08-15,2017-09-09,756,20s,2015,8,5
3JH+AJdVYPFWbdJq7zUoA24+0fuEmDBnKdaeqqPqsbg=,5,32,unknown,4,2015-11-05,2017-09-27,692,30s,2015,11,3
rFLprC8tlfAAXKvJKc/Q/oI/YJXsXCqTa4xzloQsbLM=,13,32,male,3,2015-04-16,2017-10-23,921,30s,2015,4,3
eSeXVcVjLd2Wd1KMkP9L+nTH/KQfrh9xQ6hvPFwmsZE=,13,20,male,9,2014-01-17,2017-09-11,1333,10s,2014,1,4
E2ob56fy8qP8/QkNFRMm+2K1VxswvegSbdDLh1K5Skw=,10,28,male,3,2015-05-09,2015-05-10,1,20s,2015,5,5
EU+1DfnHOk3fhpi3nDt6FhmItjx5k7FY5KYkWlsJOlg=,14,23,female,3,2014-10-08,2017-09-07,1065,20s,2014,10,2
eUZZto8lMgb4iK9Y63kRkGimH12EFGJdK5YJO3gUeuI=,15,52,female,9,2011-04-15,2017-09-03,2333,50s,2011,4,4
IHFY550TNKPtLgPJ9Gh9xS2WUdtlECl4pOKt0warEZE=,13,34,male,3,2014-10-03,2017-09-10,1073,30s,2014,10,4
ALvEdSRZvRoy3jM/nf5bK4Y6ADEpkN9w5GBhfrXmKOE=,15,23,male,3,2012-01-15,2017-10-04,2089,20s,2012,1,6
F8YQZaAwJDuB4ax6t4AnVu5uoxSacAN6mw3Ch7fsWYI=,9,19,male,4,2016-11-26,2016-12-10,14,10s,2016,11,5
BASPgT0R2k+kf4DNGy1xsd3Wwx6jb1ABqakgsGRQw9c=,13,25,male,7,2011-12-24,2017-09-30,2107,20s,2011,12,5
nHL7fmS/ApEPngps9FiORKgdc1OEizdnGUbB+GZP6Ig=,5,22,male,3,2014-10-16,2017-10-06,1086,20s,2014,10,3
3g5VsxdPEyIWSggc0dtDKSc12Op3ucOn3eqqVRiAnDw=,9,50,female,9,2011-06-21,2017-11-22,2346,40s,2011,6,1
eGlxSPGfGZC63jwsfELn9ZJdZB71jnNcM98TkxDLbG8=,18,33,female,9,2007-03-25,2017-09-15,3827,30s,2007,3,6
mFEn3GcoFBWhHi29tYoepP7y4SLw8Tj1OhzG47/fb+8=,5,20,female,3,2014-03-23,2017-09-23,1280,10s,2014,3,6
M6dl6ISMlGQsqwzXQHjdspGUxhpYbS4YZtf04eRsxpQ=,4,33,male,9,2011-04-02,2018-03-15,2539,30s,2011,4,5
ovL/31Yz9evlIOCLz6FbFBu7s/FylYXQDvI0fOyUAdI=,13,37,female,9,2010-11-30,2017-09-08,2474,30s,2010,11,1
/DTnLeWFZPqJmplnEJ5grKfzn6NOmNeOLhTPzHPLfHg=,5,41,female,9,2010-09-10,2017-10-06,2583,40s,2010,9,4
BwKQ6QeIgVsquYpFMIxMrcSU9oTsuqeOsCSmIFFBjhA=,14,41,female,9,2011-11-03,2017-10-01,2159,40s,2011,11,3
BRsCEF4+qE0ieT61L+O30m5lZuigSYsckxXpSg7YV0E=,5,28,male,9,2006-01-04,2017-09-12,4269,20s,2006,1,2
awPHBcVbYDSZDnd6+9rNhWMJdb+xUmLK1KZb2LB/D2A=,13,32,male,9,2011-07-03,2017-09-16,2267,30s,2011,7,6
glPxkoQIv/Sz97nstOHy2QCa27GPQ8/XH9XjLgMrpoI=,15,29,female,9,2005-11-29,2017-09-25,4318,20s,2005,11,1
Qja9LnwXWgTjFG5G1iMm/1J5Be6jhD/LUikBU9e9bWg=,6,42,male,9,2006-03-24,2018-01-03,4303,40s,2006,3,4
SDB5dLTFlHwHCF/NuyQAp1s/sf/yibImKWcfVHBfcbk=,15,22,female,3,2014-10-05,2017-10-03,1094,20s,2014,10,6
c4s+8ENN7L8NoFN1/pFLMM62zomSAWmTK6nyRo85o6U=,4,40,female,9,2008-04-18,2017-12-26,3539,30s,2008,4,4
0Quu/aKVEaoYzvuKmu2isxpZ/kLO6Ts/7QJ68W+tBvI=,5,43,male,9,2011-06-07,2017-10-01,2308,40s,2011,6,1
P7ogzonQfQ+ZBjjRcQXpxpixh3CgUES9os8nmHCFoQQ=,14,61,male,9,2005-05-06,2017-09-30,4530,60s,2005,5,4
OoSToOetP2Pe8jI0BhPMiopID7WnvNud5trVqPJIpiw=,14,27,male,9,2006-05-06,2017-09-30,4165,20s,2006,5,5
fp9dDRKM9ac722h7rEeqySbBeetiPBmzVEIloXDoZsI=,9,37,male,9,2013-01-20,2017-01-10,1451,30s,2013,1,6
/FVLg4bqbp/aDSUA8sJjJpx0EnO8zJ9gmkpr0gccVfY=,5,31,female,3,2014-04-13,2017-10-06,1272,30s,2014,4,6
LObjfRkJqSSXE5QL0EjTy9u7KGXOGvr54GKe0myHMQw=,5,31,female,9,2004-09-27,2017-09-30,4751,30s,2004,9,0
kkGQElVPU3evyZGEbQVDxqLy8qo4VfEIbpSkbPzc1iQ=,13,25,male,9,2012-05-12,2017-03-04,1757,20s,2012,5,5
trKqBsrXadaEOtdx+P1fxOgYAiYFgu1niR9qx3SL61k=,12,52,male,7,2011-04-20,2017-09-20,2345,50s,2011,4,2
9q4SJm5LPvtSA1ItRwnMWmnGsfBpmXxSHzKzdPxXwbk=,5,23,male,3,2013-02-16,2017-09-29,1686,20s,2013,2,5
NBChWNB7f7BSs9b1WEdoZPkgZdOzowV6i4HThGg46LM=,18,24,female,7,2012-05-25,2017-08-20,1913,20s,2012,5,4
02IZ8pzGJH5KzN93PmadzXp3K6Na3H/hdn6QfFhB5qk=,15,27,female,9,2005-05-29,2017-09-08,4485,20s,2005,5,6
qzcvZO7qjGtX/RkZM4m4kyyPbn/HRHV5bYCTh3hmoBg=,12,33,male,7,2015-09-24,2017-09-24,731,30s,2015,9,3
PDXwnGeOB9bTikbp7VwA9UxyOuTiusBDh2KGJlyyGAA=,4,31,female,9,2011-07-19,2017-08-27,2231,30s,2011,7,1
hcAKlyS97scfrU6IN/lyK0cN2O1dU9plfW9Eo8TxGtU=,13,28,female,9,2014-10-03,2017-05-27,967,20s,2014,10,4
KBBWHreEPOA4iTggOuxFmgLhkpxndc8duYhyXzL7S88=,4,35,male,9,2010-07-13,2017-09-14,2620,30s,2010,7,1
HMwpDJYmwabtVM44Q+Hj7nqac1y+Mw2poJKVXztqloQ=,4,19,male,4,2016-10-13,2017-04-23,192,10s,2016,10,3
U4CipsgtKT4TOZowKqQU+IJIe4Vz7YkiJpIKypCLLUc=,15,25,male,9,2009-12-17,2017-10-02,2846,20s,2009,12,3
DlP4IGcgVr/aeZxirrHOz3c/yTw+0RYjBVvkP/Ir0n8=,13,58,female,9,2007-03-11,2017-09-30,3856,50s,2007,3,6
g5jB9gyU+lCPVYgtY3NYH6MK5tTZjz0aIFgd+SQn4aM=,13,41,female,9,2010-05-05,2017-09-26,2701,40s,2010,5,2
dVOzm+v8ZIaCNWDI0ALhA3e6eTYyrmlt/BYSusyqQY4=,1,30,male,4,2016-04-08,2017-01-24,291,20s,2016,4,4
EMmyXySojCr8DUMgtlwpjBR/siP8RGuP+x5MA7j1RUY=,5,51,male,9,2006-02-04,2017-09-04,4230,50s,2006,2,5
RtGMsPkds3L+khWXT5bow9vbO6Gryhkgl7kouqkoR3s=,4,46,female,9,2014-10-07,2018-04-20,1291,40s,2014,10,1
BCtLwA2cgBWo7htjhpTU1tVNhM/LkVDtB9OtOus05ys=,13,16,male,3,2012-05-16,2016-11-28,1657,10s,2012,5,2
Ce9PoelTnFoBPQVZZDza6Zbm1GcUgbnI5OMlclJ6aLY=,14,22,male,3,2013-10-03,2017-09-07,1435,20s,2013,10,3
r78Jl/QfM58C0fZW+lnA+XnWt0ZfTn8Z0t+GGPYU4UA=,1,17,male,3,2015-07-26,2017-09-19,786,10s,2015,7,6
mjz0B7jmgZvnalFN/Wio+ZcOKan+WFIvbplfEqcsRZ4=,21,17,male,3,2015-02-18,2015-03-11,21,10s,2015,2,2
8OPad6vf3bXqvnt6v4E22Y758Ow2K4VauHofwjYc0xw=,15,23,female,9,2014-08-04,2015-09-23,415,20s,2014,8,0
k+saOjc2E/7JDtkty4BeHKz/p2xNBXKO2A0nuQYWW6c=,13,25,female,9,2010-05-31,2017-09-24,2673,20s,2010,5,0
Cd5jCGcI/dwq5L1i58DZKqRuOLc2LvvsJfWRYMRfZrY=,13,31,male,3,2013-04-27,2017-10-12,1629,30s,2013,4,5
Dys0z84/XbUnjJklpRtHYFXoI5nBpWk4o1rfE/E4otw=,15,16,female,3,2016-12-12,2017-07-08,208,10s,2016,12,0
5Io8ZfebQ2W84U3TLeWidENHydo9AbW4tojZ+ETN4R0=,18,44,female,7,2011-02-15,2016-12-03,2118,40s,2011,2,1
OtFfoISRCGiLHdMnyWFSMzN9SlwT7y8G4l92sMWYN6g=,10,27,male,7,2011-12-23,2017-09-08,2086,20s,2011,12,4
MRMmW+p8YHKGhRf6H0hyvKRl66lCg4SBajFyRIGDwf0=,22,33,unknown,7,2010-09-25,2018-02-18,2703,30s,2010,9,5
a9pUtXBVxLDe9EdVsSSkHKG3G1QabMMOIOFXGCLZO5A=,5,35,male,7,2012-01-11,2017-09-30,2089,30s,2012,1,2
AtjospTssqDh3TS4z1wXkSdQywqZp14fwOp3b67BjmE=,22,40,male,9,2011-09-06,2017-09-30,2216,30s,2011,9,1
325aIVVl81/9ZO11UgUd+nwoKI1m5CQG2tBeTQF5Frc=,17,30,male,7,2012-08-31,2017-09-30,1856,20s,2012,8,4
v1loVwSAcUVhCVG80sgfFLCphx/44+Lm/GNe5Q9dkjE=,6,24,male,3,2014-08-10,2018-01-21,1260,20s,2014,8,6
H87gpIGn2UcZWvA/5RkhkQvKqTovb+FyTD8vflm7L5w=,13,23,female,3,2012-11-10,2017-09-07,1762,20s,2012,11,5
fyztn9jyHC/pftzUuQmCgalIMEKA602hX29Ecm5FY8E=,12,32,male,7,2016-01-02,2017-10-02,639,30s,2016,1,5
725/qTLhjg56UEpE76pKiLiUik7xaPTZ1k1GTrUQMhM=,15,15,male,4,2016-04-01,2017-06-18,443,10s,2016,4,4
0KMoIKIOy0rg9+d3ohy542jAuFopgWJ0QxPOPHFhtM0=,15,24,male,9,2006-01-25,2017-10-02,4268,20s,2006,1,2
i2C9Kp5HL2/29BwHew4dNmmsoIpqkeHPlLUE1EwBlls=,15,21,female,7,2016-04-04,2017-10-04,548,20s,2016,4,0
EBQmL01CPoqKBZqx8jCaym2W0KeIPQ7IXwzyHdkS5KQ=,12,18,male,9,2012-07-04,2017-01-16,1657,10s,2012,7,2
JZUkWOvRLZmFnanFzHFoUY1JwhQm3VIXfDBegUxgvjQ=,5,21,female,3,2012-05-31,2017-09-26,1944,20s,2012,5,3
RotVVKcUhWsEGwysE9O/KPMy0jwC+K4b1iYbCbT2l1k=,1,26,female,3,2015-12-28,2017-10-04,646,20s,2015,12,0
S4DD6odrqSnKXZ16daCuxByh6EhwWDvmqWYKnRssT8M=,13,22,female,3,2013-07-04,2017-09-14,1533,20s,2013,7,3
YEnQgm70SMED02HpPxLc8AzcKFLlaqYYDJ21UVpdAbc=,22,29,female,9,2008-10-28,2017-08-29,3227,20s,2008,10,1
j68pxyexlyMb0fd6VEkm4eyNFWob5JjJxF+HDY7hoTM=,14,44,male,7,2010-12-12,2017-09-12,2466,40s,2010,12,6
457warUbHdIyi5/K02kc4mJncxke0UfuL+9NZZhMNhY=,4,28,female,9,2012-08-31,2018-09-14,2205,20s,2012,8,4
qTOp6ZeLndRFNlckqcWWnsqtolAiHU7XQg6MU1KTH24=,22,16,female,4,2016-09-18,2017-02-13,148,10s,2016,9,6
RPLdWVYe6joZEnv9TzljsdCWMtKopKpRXk1hKAnQQCQ=,21,20,female,7,2011-10-28,2017-09-30,2164,10s,2011,10,4
fpm56aB/GcXE6VAbR0QptUDOc4WYtUX6DMBhFmENrAI=,14,43,male,9,2006-04-21,2018-07-22,4475,40s,2006,4,4
HHrIRscEsN1JJdrQBRpwMMOrtt/8DaNCqML6eDRUvgY=,13,27,male,9,2008-08-08,2018-04-08,3530,20s,2008,8,4
itAZY7wJkeQUqDHGgrCi3G5tHAXYa2dbO65ax76JVBs=,5,22,female,9,2012-12-20,2017-10-06,1751,20s,2012,12,3
rntCa8cQTgJGJ9amwGibkk0BLLcwi/BT2b5Pgu4PE1s=,14,24,male,4,2016-02-05,2016-09-29,237,20s,2016,2,4
e1PbOhFxvxn0xN5z3gJDKHV/9NUjg7DqKhv3fbRB9mo=,13,23,male,3,2013-07-01,2017-09-30,1552,20s,2013,7,0
PmHwcnMNVv7RqSaZ7mpf90gKnPXOwrfMhbJ/+xBkm04=,11,61,male,3,2015-03-10,2017-10-12,947,60s,2015,3,1
jD3YfldvSFdh2DSGOb/S5hdZWzpYUh4uJqZIItTJuAM=,4,18,female,3,2015-03-15,2017-06-17,825,10s,2015,3,6
nEpX2zNMe/gMkai3nyQluL8VAJzfdKTSzI/Von7pw5Y=,13,26,female,9,2010-11-26,2017-01-20,2247,20s,2010,11,4
krUDhPg9XQCX459xmiEuPtA4taqSD9gVfmZXlxxfo60=,15,31,female,9,2010-04-20,2017-09-25,2715,30s,2010,4,1
tZp3alSXt7tzTd1kSKAGV7YJgIZAIRzC8pG6o63e5Do=,13,33,female,9,2007-07-29,2018-03-23,3890,30s,2007,7,6
e6+72GDcWiKv5vX9Ysp3ZowxjehdYDMN/JpgXu2GlZ4=,3,26,male,9,2014-10-22,2017-01-22,823,20s,2014,10,2
cwyJueBC2115jDABgUIs0v0t5W5hu4i4dnEgECWGPM0=,5,27,female,3,2012-10-23,2017-09-08,1781,20s,2012,10,1
Rloj7Z6cSh/1jUk0OMa0MBsxkGUayVbN+3SIQkfbShQ=,21,25,female,3,2012-12-26,2017-10-17,1756,20s,2012,12,2
4idmkZo2Sz+sHMjCarPQbkWkBHRyRgll73syblqtA/U=,15,37,unknown,9,2011-05-22,2018-03-14,2488,30s,2011,5,6
1qRy25s7NHRypWNR6jMWrVaU5vQCAHP0Y2wUtwrMpsQ=,5,32,male,3,2012-06-30,2018-07-29,2220,30s,2012,6,5
Eqnn3ODAK6uN4F+0pCy4yXLMy6GfWH2IQwSrCzRL6cA=,6,24,male,7,2016-04-10,2017-09-09,517,20s,2016,4,6
CwKit6DejfK7iJFXNYIFTuE5+XK1nvQwFRD0Jd03JpE=,9,23,male,9,2015-03-09,2018-06-27,1206,20s,2015,3,0
gOFyo7GaQBB+kIG1DHaeB7IPVuse0FIhgVJVramWxt4=,15,38,male,3,2015-07-10,2018-01-03,908,30s,2015,7,4
Dp/J1U1bEvNzB6OEKLtrJZSfJNedtuQh7/ZgjmZdjgM=,21,27,male,9,2011-06-26,2017-09-30,2288,20s,2011,6,6
mKXGIgdoVpFE70K42vH6Biw6xvWAcpYFKR4JPLFLK5I=,5,17,female,4,2016-03-18,2017-09-03,534,10s,2016,3,4
JCD4U8rE4W7KNsonRdXyhv9B7E/iOT/Xyv/9BMcITIo=,1,23,female,3,2015-10-03,2017-09-11,709,20s,2015,10,5
vvtopgIVuYP70vpgOJCnN7UVMq1q6MNsFv1ccn4TNj0=,14,26,male,9,2013-06-28,2018-01-05,1652,20s,2013,6,4
mdlwJHx4Gds4UzFnuD6SSF2RB4r8kWfCce6iZkYdSz4=,22,28,female,4,2016-11-20,2017-01-29,70,20s,2016,11,6
8MW62BhPbNYKC1+gSrlHTq1GsieMZjSDqSSSYlVWvBU=,13,32,female,3,2013-04-17,2017-09-30,1627,30s,2013,4,2
e33QlKSTpxAJQvLoya/SJF4j2jaw+mK8wG1IMRrMiPg=,5,30,female,9,2009-07-09,2017-09-07,2982,20s,2009,7,3
CtiwyZZZumDg+H8sBqGhzA7UpYFK/w0i2taGAegjIfA=,4,24,male,9,2010-09-04,2017-08-10,2532,20s,2010,9,5
Go4MGdd06FitDMHA+g7dApZlFebBRHM/LrMghrfIJP0=,4,22,female,9,2011-04-28,2017-10-10,2357,20s,2011,4,3
oSZFLlSVAaxCmVp4i/NgegYZ+VLMjgP3WKATEmUDxzU=,22,30,male,3,2013-02-17,2017-03-05,1477,20s,2013,2,6
j2H7SPKs/Y0DB4BoFB+HBe86yf/suhSGK9XIvrf9Z2k=,5,17,female,9,2013-01-12,2017-10-02,1724,10s,2013,1,5
X6oC7hJKjJIoRBEfSFbtL9RnRwyn9zQOfob5OGG/o6M=,1,44,male,3,2016-02-24,2017-02-28,370,40s,2016,2,2
56aPmMKXzkskPX0zHU3VDf+gYDYYQbH4sQQ+iF66Qs4=,22,24,male,9,2015-02-28,2017-03-03,734,20s,2015,2,5
+U5ey3DcKP6kJcfdsqRuLBvKVfCe42Q4mZNiGloSZEc=,14,36,male,9,2011-04-22,2017-04-15,2185,30s,2011,4,4
m5qVHFzHxItp94bQ6QWo4E+Lqsmfvc3hMdDvzr/dn1I=,15,23,male,3,2015-03-19,2017-08-02,867,20s,2015,3,3
TKPr4G5v/n+5kuiFX/W2cEyJLgYg0s/YETRc1/GaR9U=,15,43,male,9,2011-08-23,2017-09-03,2203,40s,2011,8,1
x2iJQmMk3f/p0HmpR9wymJ3BwJMufR4V+8MBVA5szo4=,5,36,female,7,2011-09-01,2017-10-09,2230,30s,2011,9,3
0q4zWkH3kpYAb/2xJA+/lupkAL+xK47LYFk5JcrUK3s=,13,36,female,9,2011-11-10,2017-10-02,2153,30s,2011,11,3
qm15+e1XloBj3tQ7ocKO9D2oMpTuQPqSEkneyNGA+e4=,6,31,male,9,2010-10-15,2017-09-30,2542,30s,2010,10,4
a7AtvhlY8KnKZGpiVe+4HhFerqTEgmno3x7Rc7YGwzw=,13,31,unknown,7,2014-03-24,2017-03-21,1093,30s,2014,3,0
WMKjE/pVlhb9TIc8lYxSfDMBqcmyahgB+9uyhIamzgI=,6,28,female,9,2005-01-26,2017-03-15,4431,20s,2005,1,2
lcYdK6SUSFRMDpmcxGzf4Z4wFTS3FwlxdoOUKLBTX8U=,6,28,male,3,2015-12-14,2017-09-16,642,20s,2015,12,0
QTlPdMGQ3Awqw54oyPEHtUfqS3BuSTqLn1d46pJitYA=,15,28,female,9,2011-01-31,2017-06-17,2329,20s,2011,1,0
OmfuHCXiGtAcxiyhHqkH+Cpzwb1hwrI7dmtZ/MWiJyk=,15,35,male,9,2004-10-16,2017-07-17,4657,30s,2004,10,5
72THu/GHt90CwDauG22SCAyBs9XZpP/Xb2AJB+hHwv0=,13,22,male,9,2010-02-05,2017-10-03,2797,20s,2010,2,4
Vju9W4oEx8DG/JSE8k26uyUyCrtZeH1G/PJ4MJM6Kf0=,5,25,female,9,2005-03-16,2017-10-05,4586,20s,2005,3,2
6KkVBvVf24AUdhhgFvIW1OQypXUjJvohJj8AbmaNQWs=,15,23,male,3,2012-10-21,2017-09-30,1805,20s,2012,10,6
JCGzfpDgB9iC2E5ficqTKZf2Z2dnllMHRtUJ1EQNSgo=,5,33,male,3,2012-01-18,2018-02-28,2233,30s,2012,1,2
dcyHg2C6K7FcTPsSby8VMXTPZvwnMuQtAVNxU3YMLoM=,13,22,female,7,2013-08-14,2017-09-10,1488,20s,2013,8,2
X3QrTbQYiJYaTCH1Qd1CGHl8NpFicdfj3x3kj3QFaks=,15,25,male,9,2007-09-30,2017-09-21,3644,20s,2007,9,6
hCR8Q1QnYQpVl2y9mCpYeLietvbVql/8FF/JqsPVBpg=,15,26,female,7,2015-11-22,2017-02-08,444,20s,2015,11,6
1hGCwqN760mReKtiv4Vc5Si7FoM6qJ7mcLAXjcYpGZ8=,14,26,female,3,2015-08-16,2015-08-23,7,20s,2015,8,6
jk7w7ByvO/eN3n7IBTUFcgNuov6BGOpF3B5okvNL7xg=,4,26,male,9,2011-08-31,2017-07-10,2140,20s,2011,8,2
3ga+tNsGcWUMdylY9OaDvYSpq8DXpJBluNg8GRrMJ3M=,5,39,male,9,2008-11-26,2018-01-21,3343,30s,2008,11,2
AzTnn176CxnTuvWT0a43U043Heu7tXq2V+sboWNkQA4=,5,27,male,7,2011-08-29,2017-10-01,2225,20s,2011,8,0
BA9TSWaHz7g8kL/Qt5u5qnvlkbPf5evGmfBnQh1qf9o=,12,28,male,3,2012-08-15,2017-06-12,1762,20s,2012,8,2
QcIwRtBEWyyESjphZI/xxC2u4u1JLg6xQO702D3AK2Q=,21,17,female,3,2014-01-27,2017-06-10,1230,10s,2014,1,0
dA1YIVtiWxfwz/2UDEWuQHnXz5klNDtqMXQr0E06TA0=,12,24,female,3,2014-01-10,2017-10-19,1378,20s,2014,1,4
WXtl5QwFeuKKhyAJS6MyFHYPrEu1FeEhR5kyYytyUKw=,5,25,female,9,2004-10-17,2017-10-02,4733,20s,2004,10,6
/qcOoQQtPFBQHIoa/be/3672SArOmNqfzH+Z16l07ng=,13,28,female,9,2014-01-01,2017-09-26,1364,20s,2014,1,2
8Y70Sz2gQXJ8ltqApFUtBTXtYyfD1KDmZ3IzxfkjCXk=,4,21,female,9,2014-07-20,2017-10-26,1194,20s,2014,7,6
T+DCPD+vSj4JVDloXMbSRZcJh4HDwU6H2Yh0VWKSPUo=,13,30,female,3,2014-07-29,2017-10-21,1180,20s,2014,7,1
XL1MdSBpCALMbgM3mgk/Bkb9qsNG0rUEkfFj3IQs5wI=,14,24,female,9,2011-05-18,2017-11-20,2378,20s,2011,5,2
2DcmOWRi8GPX3wb9EJV/t5X8xnesYifKvsHGPsvFoRM=,22,19,male,7,2013-09-01,2017-09-30,1490,10s,2013,9,6
e86MWftZbP/EzBQwirQIwTHeEcD9tqG/Yyu00yu4v3s=,10,24,female,9,2009-07-19,2017-09-12,2977,20s,2009,7,6
SO2CN84phaydx/sIW7T1TRqKppm9k5MA49yOiAAsPLg=,4,46,male,4,2016-08-27,2017-01-02,128,40s,2016,8,5
IIiiDNCs3bFjNa3kAMB5tRfXWhB1CftNeC+V36EtglE=,4,32,female,3,2015-07-15,2017-09-16,794,30s,2015,7,2
B+F16wFA4BfGyaM0+5JB8hoxCSkdm0b6gb3Ztfx7UaI=,13,22,female,3,2013-05-03,2018-08-17,1932,20s,2013,5,4
k7nY5LjEQmdcZfaNSyfvyeCKWZ1jQztEuyYITnDh7r0=,8,21,female,7,2014-01-30,2017-10-04,1343,20s,2014,1,3
/dxx/5hzPOk3rWGPC2yZDCacnZuxla/ynju7467Pu44=,10,26,male,7,2011-05-16,2017-10-02,2331,20s,2011,5,0
